ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck2vyzfns7pcw0838wkswykmy,ck2qc7lwjokov0er0e5xya3jk,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fd8bec65e-0b31-662a-a7dd-a39b0e7a0cdd-frame1381.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=jo3BIE3VCpjDvdrZBrqBBIdOfio,"{""objects"":[{""featureId"":""ck2vyyyiq005c0rcl1dtu5e41"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lwjokov0er0e5xya3jk/0?feature=ck2vyyyiq005c0rcl1dtu5e41&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573570058000,1573570058000,40.22,frame1381.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vyzfns7pcw0838wkswykmy
ck2vzkhfuw38l072525mzgcfb,ck2qc7lttoi0j0er09rvlf34d,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F6091774e-d98f-1c54-d5af-b7e83c0e95cd-file_t_1878.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=gSh8PC6yFFYEyJrjnn8cR4oUpDE,"{""objects"":[{""featureId"":""ck2vyzmi7477r0qb7pxbnvv1o"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lttoi0j0er09rvlf34d/0?feature=ck2vyzmi7477r0qb7pxbnvv1o&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571040000,1573571040000,980.94,file_t_1878.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzkhfuw38l072525mzgcfb
ck2vzle1hw3wp0725dalrcl68,ck2qc7lqiofqr0er01x06e390,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fc4989fa2-4ca1-bd8a-19a1-d9b930ceabb2-file_657.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=zIfzdgNOqLiFBbeNxoVSwQBJVhM,"{""objects"":[{""featureId"":""ck2vzlbu53u9y0qab5lufdqbu"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lqiofqr0er01x06e390/0?feature=ck2vzlbu53u9y0qab5lufdqbu&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571083000,1573571083000,41.275,file_657.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzle1hw3wp0725dalrcl68
ck2vzlf4784qv08384gpjnih5,ck2qc7lwloksf0er0f255hydd,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Ff016fafc-9ca5-31c2-f2e7-e6834927817e-frame1477.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=dKjjhYPkOYhKercPXOuRSO3ZumQ,{},nkise@softserveinc.com,October Camp,1573571084000,1573571084000,0.782,frame1477.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzlf4784qv08384gpjnih5
ck2vzltqpbjum07215tiwmh4p,ck2qc7ltwoi430er01r9m1yxa,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Feabe9c20-220c-de3b-d754-ab56904bf7f4-file_t_1974.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=UNS5GRhSpns49YqsbzwqFXJFOxs,"{""objects"":[{""featureId"":""ck2vzlrii47a80qb7i6d5t4tn"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7ltwoi430er01r9m1yxa/0?feature=ck2vzlrii47a80qb7i6d5t4tn&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571103000,1573571103000,18.3,file_t_1974.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzltqpbjum07215tiwmh4p
ck2vzmfwf5d6t0794yyoztve3,ck2qc7lqlofub0er04hs9eu15,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fd5aba818-3e91-8921-c5f9-f1ab91408b41-file_753.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=5Li7ldGNi9UWCmKGexfHGkX8Zmc,"{""objects"":[{""featureId"":""ck2vzmctk3ua50qabl8e8kf7q"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lqlofub0er04hs9eu15/0?feature=ck2vzmctk3ua50qabl8e8kf7q&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571132000,1573571132000,27.585,file_753.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzmfwf5d6t0794yyoztve3
ck2vznuwjeeom07570y9ua1dq,ck2qc7lwqokvz0er0ek2eecj8,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fbfdca08e-e8eb-c122-d3d6-721ae8fbc61a-frame1573.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=0AwIZdIZoaRWVll1jRy2Cygc2xk,{},nkise@softserveinc.com,October Camp,1573571198000,1573571198000,64.785,frame1573.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vznuwjeeom07570y9ua1dq
ck2vzo4k7879g0838yqgypuif,ck2qc7lu8oi7n0er05btg79sm,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F9e58402d-b22b-99ab-3266-862a0443ec97-file_t_2070.jpg?Expires=1575033355732&KeyName=labelbox-assets-key-1&Signature=aFULNCSD5iQCKs71i4swllPdFJ0,"{""objects"":[{""featureId"":""ck2vzo3fb47ag0qb7nqcmg1e9"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lu8oi7n0er05btg79sm/0?feature=ck2vzo3fb47ag0qb7nqcmg1e9&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571210000,1573571210000,11.859,file_t_2070.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzo4k7879g0838yqgypuif
ck2vzoddk5ev707940ydv8qvw,ck2qc7lqnofxv0er06mslgpwd,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Ffc9d399c-7eb1-b042-63f0-f9cbfae051a1-file_849.jpg?Expires=1575033355733&KeyName=labelbox-assets-key-1&Signature=Xe0S3o3e6LwUah_z0uIujyi3xgQ,"{""objects"":[{""featureId"":""ck2vzobwk47ah0qb7juqyfhfx"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lqnofxv0er06mslgpwd/0?feature=ck2vzobwk47ah0qb7juqyfhfx&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571222000,1573571222000,10.688,file_849.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzoddk5ev707940ydv8qvw
ck2vzoe8zw6800725ytartjf9,ck2qc7lwtokzj0er04c5b1sgc,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F42bcda68-da56-188a-09c3-42a84e3324e9-frame1669.jpg?Expires=1575033355733&KeyName=labelbox-assets-key-1&Signature=UsBdy25wqDRLopjCDEHPEsR9CeU,{},nkise@softserveinc.com,October Camp,1573571223000,1573571223000,0.478,frame1669.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzoe8zw6800725ytartjf9
ck2vzofojblys072110sbbx5l,ck2qc7lucoib70er01eie80dx,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F1d466ba0-55e5-dbc0-a170-60f46adf6611-file_t_2166.jpg?Expires=1575033355733&KeyName=labelbox-assets-key-1&Signature=_71Nn7w6bOJUuUl6PyHdQNpibuw,{},nkise@softserveinc.com,October Camp,1573571225000,1573571225000,1.343,file_t_2166.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzofojblys072110sbbx5l
ck2vzoqtgqkdb081189ovmvcm,ck2qc7lqrog1f0er0h59hdkjl,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fd32b4d4d-6941-b18e-dd4d-d4ba79e6a657-file_945.jpg?Expires=1575033355733&KeyName=labelbox-assets-key-1&Signature=vGrcBciMEQVzxGBa3MnMeq1K9YI,"{""objects"":[{""featureId"":""ck2vzonzi3tkd0qe9tx8s6orv"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lqrog1f0er0h59hdkjl/0?feature=ck2vzonzi3tkd0qe9tx8s6orv&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571239000,1573571239000,11.18,file_945.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzoqtgqkdb081189ovmvcm
ck2vzosw3qkey0811i2lenipa,ck2qc7lwvol330er089cx0it9,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F170257b2-a749-cc20-8514-ff21c4612b72-frame1765.jpg?Expires=1575033355733&KeyName=labelbox-assets-key-1&Signature=UM8OKHvp56GFSzfQT6fT01nf74k,{},nkise@softserveinc.com,October Camp,1573571242000,1573571242000,1.902,frame1765.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzosw3qkey0811i2lenipa
ck2vzou0fbmai0721gefjd8y1,ck2qc7lugoier0er01g2ndf5k,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fcf945f70-f00f-fdd4-f123-948f77110cca-file_t_2262.jpg?Expires=1575033355733&KeyName=labelbox-assets-key-1&Signature=2oNxXd7XBtRnmJQ9fwuKOuj0nug,{},nkise@softserveinc.com,October Camp,1573571243000,1573571243000,0.781,file_t_2262.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzou0fbmai0721gefjd8y1
ck2vzov9sqkh50811cippgw52,ck2qc7lquog4z0er07sjdd96m,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fba07d593-4da0-0ab2-56a7-8c4d993a3597-file_t_54.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=G9GAd5bcJIJc14W3RZ3IrYXzJXc,{},nkise@softserveinc.com,October Camp,1573571245000,1573571245000,1.066,file_t_54.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzov9sqkh50811cippgw52
ck2vzp3h99g7k09445fd7nm0m,ck2qc7lwyol6n0er0h3gbe5t5,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F7888e0de-352d-0601-6f03-72499e9e2ac1-frame1861.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=M8c4dqRuKvjzTrZ3DxpDwtxY1AY,"{""objects"":[{""featureId"":""ck2vzp2rw008l0rclrq84ahpv"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lwyol6n0er0h3gbe5t5/0?feature=ck2vzp2rw008l0rclrq84ahpv&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571256000,1573571256000,10.057,frame1861.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzp3h99g7k09445fd7nm0m
ck2vzpa6lw6wl072576cymabf,ck2qc7luroiib0er03hb4888g,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F671ffb5d-3d08-029d-c695-edc932642763-file_tw_78.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=MhRdJs9WjiME2d2Nnne91Sm32XU,"{""objects"":[{""featureId"":""ck2vzp9hg3tke0qe9ulu1lmc7"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7luroiib0er03hb4888g/0?feature=ck2vzp9hg3tke0qe9ulu1lmc7&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571264000,1573571264000,8.113,file_tw_78.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzpa6lw6wl072576cymabf
ck2vzpof8ql230811ul36qukt,ck2qc7lqyog8j0er0eu5k96jw,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Ff896ecd4-972c-7eec-f8d1-6033b05f4811-file_t_150.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=UOSjAgC73oLd0v7tz5tyIQXiZVU,"{""objects"":[{""featureId"":""ck2vzpmu447lq0qb7jdxg7fkp"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lqyog8j0er0eu5k96jw/0?feature=ck2vzpmu447lq0qb7jdxg7fkp&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571283000,1573571283000,17.659,file_t_150.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzpof8ql230811ul36qukt
ck2vzpqo2w78r0725aklslxsb,ck2qc7lx1ola70er05np40kri,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Fa03663e6-f91c-7e7b-804c-0d63cd0d10f2-frame1957.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=9VdHf0yPyLQdTCqiP3YHKIi94-8,{},nkise@softserveinc.com,October Camp,1573571286000,1573571286000,0.686,frame1957.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzpqo2w78r0725aklslxsb
ck2vzpr1sbob4072121rw0jlw,ck2qc7luvoilv0er06z4gcx0d,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F867d460d-02ab-5621-7d7b-6a54cdc91ccd-file_tw_174.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=0ytyXBiS5GFBXoYqw0hTjWnO8fk,{},nkise@softserveinc.com,October Camp,1573571286000,1573571286000,0,file_tw_174.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzpr1sbob4072121rw0jlw
ck2vzpsev5g0c0794jh4pr467,ck2qc7lr4ogc30er08kqt75q2,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F1d9dfd9a-7351-c1f3-668a-a2cc9d155b7d-file_t_246.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=VMwt29EM9y1rRycoDdAbOwtUP38,{},nkise@softserveinc.com,October Camp,1573571288000,1573571288000,0.879,file_t_246.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzpsev5g0c0794jh4pr467
ck2vzptdzql5l08118xhn2koi,ck2qc7lx3oldr0er00iot3ok1,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F52ff81e8-d340-8b6b-7a6e-d54fed66ff11-frame2053.jpg?Expires=1575033355734&KeyName=labelbox-assets-key-1&Signature=S5QxlvqKZ9i5DrdopWAP_aW0crs,{},nkise@softserveinc.com,October Camp,1573571289000,1573571289000,0.591,frame2053.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzptdzql5l08118xhn2koi
ck2vzpzziqlac081194l01l1d,ck2qc7lv0oipf0er0gi369hc5,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F730be83e-bc24-651d-7efb-11f5f01e4704-file_tw_270.jpg?Expires=1575033355735&KeyName=labelbox-assets-key-1&Signature=4VR4suoS5rmuJLOn_8zwdQ8pAfM,"{""objects"":[{""featureId"":""ck2vzpz6147lv0qb74bqod4ju"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lv0oipf0er0gi369hc5/0?feature=ck2vzpz6147lv0qb74bqod4ju&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571298000,1573571298000,7.816,file_tw_270.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzpzziqlac081194l01l1d
ck2vzq0zg2vi00748foo7tmfb,ck2qc7lr9ogfn0er06g2p4o98,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F19ce1006-e9f5-aad2-0c3d-8167af89dcea-file_t_342.jpg?Expires=1575033355735&KeyName=labelbox-assets-key-1&Signature=YDz4P_FMQo_Zin6yTLwdUPoOAuE,{},nkise@softserveinc.com,October Camp,1573571299000,1573571299000,0.636,file_t_342.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzq0zg2vi00748foo7tmfb
ck2vzq964egmi075710i31qfj,ck2qc7lx8olhb0er09e7n8s01,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2F0471c7b1-fb5e-2665-9093-a91e675d54d9-frame2149.jpg?Expires=1575033355735&KeyName=labelbox-assets-key-1&Signature=vlY0wocB1FH3fJrAl01RuM-EVIE,"{""objects"":[{""featureId"":""ck2vzq6oj01620rclrz90b3l3"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lx8olhb0er09e7n8s01/0?feature=ck2vzq6oj01620rclrz90b3l3&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571310000,1573571310000,7.835,frame2149.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzq964egmi075710i31qfj
ck2vzqmzqw7x70725xt8mf9we,ck2qc7lv4oisz0er03cs4bcm7,https://storage.labelbox.com/ck1v82w98dvrk0811prtlav9p%2Ffc43fc1d-92cb-4271-e129-5ab68b319c7a-file_tw_366.jpg?Expires=1575033355735&KeyName=labelbox-assets-key-1&Signature=1Pt_2F5VK7l8Cox5mmmN5IudSKE,"{""objects"":[{""featureId"":""ck2vzqep747ly0qb7wn0ajv54"",""schemaId"":""ck2u96rm9z0gm0811b8zg3iy2"",""title"":""Ball"",""value"":""ball"",""color"":""#FF00FF"",""instanceURI"":""https://api.labelbox.com/masks/ck2qc2pq5kajm0838h8mmnfrd/ck2pxpcdigulm09442cde4137/ck2qc7lv4oisz0er03cs4bcm7/0?feature=ck2vzqep747ly0qb7wn0ajv54&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazFqYmtzYmIxOG1lMDc5NG4wZzc0b3gzIiwib3JnYW5pemF0aW9uSWQiOiJjazF2ODJ3OThkdnJrMDgxMXBydGxhdjlwIiwiaWF0IjoxNTczODIzNzU1LCJleHAiOjE1NzY0MTU3NTV9.oKltvuqPpkXXUoMlgMNelQl9xNiBtoAds0uMZ1yk3F0""}],""classifications"":[]}",nkise@softserveinc.com,October Camp,1573571327000,1573571327000,17.117,file_tw_366.jpg,,,,,Camp October,[],https://editor.labelbox.com?project=ck2qc2pq5kajm0838h8mmnfrd&label=ck2vzqmzqw7x70725xt8mf9we
